RATING_ID,PROCESS_ID,ITERATION_NUMBER,CALCULATION_ID,MODEL_COMPONENT_ID,CALCULATION_PERIOD_ID,MODEL_COMPONENT_ESSENTIAL_TYPE_CODE,MODEL_COMPONENT_ESSENTIAL_GROUP_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_ID,MODEL_COMPONENT_ESSENTIAL_CATEGORY_VARIANT_NAME,MODEL_COMPONENT_ESSENTIAL_VALUE,MODEL_COMPONENT_ESSENTIAL_VALUE_TYPE,MODEL_COMPONENT_ESSENTIAL_VALUE_CURRENCY
2709650,2136900,1,1127247,4922032,3407243,Turnover,34,fin,cons,Consolidated,63158000,decimal,null
2827228,2249798,1,1186707,5233958,3560640,TotalAssets,34,fin,cons,Consolidated,52007000,decimal,null
1402935,874763,1,366338,1294449,1345239,Turnover,34,fin,cons,Consolidated,2199000,decimal,null
2811504,2234566,1,1179134,5193290,3538414,TotalAssets,34,fin,cons,Consolidated,23034000,decimal,null
1378522,851149,1,349553,1245911,1305029,CorrectedTotalAssets,34,fin,cons,Consolidated,153344000,decimal,null
1331018,805615,1,325103,1141429,1270597,TotalAssets,6,fin,cons,Consolidated,316175000,decimal,null
2751182,2176659,1,1148733,5032957,3457749,TotalAssets,34,fin,cons,Consolidated,86927000,decimal,null
1348177,821998,1,334059,1181088,1269730,Turnover,34,fin,cons,Consolidated,7488000,decimal,null
2843929,2265951,1,1195208,5280638,3582845,TotalAssets,34,fin,cons,Consolidated,8526000,decimal,null
1228499,707927,1,272533,936879,1060373,TotalAssets,34,fin,cons,Consolidated,31478000,decimal,null
2732757,2159108,1,1139203,4984006,3478613,TotalAssets,34,fin,cons,Consolidated,419682000,decimal,null
1241857,720474,1,278812,962878,1055845,CorrectedTotalAssets,34,fin,cons,Consolidated,3725000,decimal,null
1333652,808147,1,326535,1147995,1608471,CorrectedTotalAssets,34,fin,cons,Consolidated,2398000,decimal,null
1402883,874712,1,366311,1294325,1346844,TotalAssets,34,fin,cons,Consolidated,27696000,decimal,null
1393024,865163,1,359209,1270221,1322175,Turnover,34,fin,cons,Consolidated,66102000,decimal,null
1333065,807583,1,326251,1146622,1230943,TotalAssets,34,fin,cons,Consolidated,16275000,decimal,null
2725748,2152395,1,1135606,4965970,3440055,Turnover,34,fin,cons,Consolidated,6926000,decimal,null
1277441,754692,1,298238,1028948,1132414,Turnover,34,fin,cons,Consolidated,17041000,decimal,null
1225212,704699,1,270891,929849,1015219,TotalAssets,6,fin,cons,Consolidated,286324242.424242,decimal,null
2754704,2179896,1,1150500,5042266,3476060,Turnover,34,fin,cons,Consolidated,149092000,decimal,null
2701482,2128998,1,1123143,4900621,3384320,Turnover,34,fin,cons,Consolidated,1695000,decimal,null
1305418,781290,1,311929,1086986,1190928,Turnover,34,fin,cons,Consolidated,460000,decimal,null
2766154,2190962,1,1156650,5075217,3863921,Turnover,34,fin,cons,Consolidated,71309000,decimal,null
1303992,779924,1,311167,1083933,1207064,TotalAssets,34,fin,cons,Consolidated,26487000,decimal,null
2684581,2112528,1,1114853,4856857,3374917,TotalAssets,34,fin,cons,Consolidated,38704000,decimal,null
1367108,840132,1,343852,1222004,1310871,CorrectedTotalAssets,34,fin,cons,Consolidated,33839000,decimal,null
2766669,2191469,1,1156907,5076685,3478210,Turnover,34,fin,cons,Consolidated,2369000,decimal,null
1229170,708578,1,272897,938488,1042394,TotalAssets,34,fin,cons,Consolidated,3106000,decimal,null
1275184,752538,1,297176,1024116,1612938,Turnover,34,fin,cons,Consolidated,2967000,decimal,null
1236841,715876,1,276479,953667,1050937,TotalAssets,34,fin,cons,Consolidated,1894000,decimal,null
1282255,759272,1,300528,1039209,1170889,TotalAssets,34,fin,cons,Consolidated,10083000,decimal,null
1384298,856753,1,352337,1258436,1314279,CorrectedTotalAssets,34,fin,cons,Consolidated,48795000,decimal,null
1318069,793248,1,318434,1113467,1259461,Turnover,34,fin,cons,Consolidated,2672000,decimal,null
1252325,730604,1,283869,983771,1054160,CorrectedTotalAssets,34,fin,cons,Consolidated,16461000,decimal,null
2763226,2188093,1,1155113,5066950,3512314,CorrectedTotalAssets,34,fin,cons,Consolidated,10716000,decimal,null
1286693,763386,1,302702,1048362,1164944,CorrectedTotalAssets,34,fin,cons,Consolidated,43334000,decimal,null
2789017,2213043,1,1168176,5136887,3512216,Turnover,34,fin,cons,Consolidated,266000,decimal,null
2777337,2201747,1,1162398,5106260,3492826,TotalAssets,34,fin,cons,Consolidated,28370000,decimal,null
1363339,836661,1,342046,1214653,1290267,TotalAssets,34,fin,cons,Consolidated,8189000,decimal,null
1276787,754052,1,297905,1027688,1104436,Revenues,6,fin,cons,Consolidated,9138000,decimal,null
2780415,2204745,1,1163946,5114504,3519428,Turnover,34,fin,cons,Consolidated,419000,decimal,null
2745219,2171006,1,1145568,5016637,3445536,CorrectedTotalAssets,34,fin,cons,Consolidated,39275000,decimal,null
2838832,2260988,1,1192649,5266558,3584786,TotalAssets,34,fin,cons,Consolidated,29933000,decimal,null
2713130,2140248,1,1129102,4931810,3400427,TotalAssets,28,fin,cons,Consolidated,28064430714.9162,decimal,null
1398849,870777,1,364388,1286246,1360055,CorrectedTotalAssets,34,fin,cons,Consolidated,11876000,decimal,null
1278896,756053,1,298984,1032135,1110468,TotalAssets,34,fin,cons,Consolidated,638589429.034808,decimal,null
2793410,2217333,1,1170365,5148615,3516313,Turnover,34,fin,cons,Consolidated,24483000,decimal,null
2767858,2192642,1,1157532,5079988,3477934,CorrectedTotalAssets,34,fin,cons,Consolidated,4402000,decimal,null
2824043,2246732,1,1185211,5225666,3571397,Turnover,34,fin,cons,Consolidated,3912000,decimal,null
1351443,825085,1,335870,1187790,1307576,CorrectedTotalAssets,34,fin,cons,Consolidated,35420000,decimal,null
1258783,736821,1,287091,997333,1104290,Turnover,34,fin,cons,Consolidated,174000,decimal,null
2690017,2117815,1,1117385,4869597,3377432,CorrectedTotalAssets,34,fin,cons,Consolidated,39246000,decimal,null
1329538,804156,1,324323,1137926,1254029,CorrectedTotalAssets,34,fin,cons,Consolidated,8563000,decimal,null
2810137,2233230,1,1178438,5189415,3545892,Turnover,34,fin,cons,Consolidated,14065000,decimal,null
2817099,2239986,1,1181828,5207651,3544161,TotalAssets,34,fin,cons,Consolidated,16756000,decimal,null
2797838,2221472,1,1172593,5159303,3522399,TotalAssets,34,fin,cons,Consolidated,19620000,decimal,null
2837383,2259589,1,1191900,5262435,3573269,TotalAssets,34,fin,cons,Consolidated,61583000,decimal,null
2796521,2220244,1,1171956,5156485,3521721,TotalOperatingIncome,28,fin,cons,Consolidated,3354621630.96261,decimal,null
2820425,2243194,1,1183419,5215913,3552274,TotalAssets,34,fin,cons,Consolidated,5450000,decimal,null
2697798,2125447,1,1121285,4890637,3387617,Turnover,34,fin,cons,Consolidated,6534000,decimal,null
2835964,2258226,1,1191144,5258647,3598199,Turnover,34,fin,cons,Consolidated,1480000,decimal,null
1389493,861783,1,361925,1275722,1325475,CorrectedTotalAssets,34,fin,cons,Consolidated,181129.166934293,decimal,null
2752747,2178079,1,1149553,5037040,3469162,Turnover,34,fin,cons,Consolidated,122345000,decimal,null
2735004,2161291,1,1140398,4990582,3439793,CorrectedTotalAssets,34,fin,cons,Consolidated,36154000,decimal,null
1219829,699557,1,268356,919812,1027687,Turnover,34,fin,cons,Consolidated,978000,decimal,null
1376820,849472,1,348740,1242282,3867993,CorrectedTotalAssets,34,fin,cons,Consolidated,22387000,decimal,null
2716785,2143754,1,1130962,4941773,3405917,CorrectedTotalAssets,34,fin,cons,Consolidated,977425000,decimal,null
2741149,2167231,1,1143363,5005778,3454974,Turnover,34,fin,cons,Consolidated,8343000,decimal,null
1335246,809663,1,327407,1151807,1266601,CorrectedTotalAssets,34,fin,cons,Consolidated,43568996,decimal,null
1235082,714172,1,275677,950193,1063054,Turnover,34,fin,cons,Consolidated,2919000,decimal,null
1316155,791445,1,317528,1109654,1217272,CorrectedTotalAssets,34,fin,cons,Consolidated,4718000,decimal,null
1299621,775746,1,309056,1075143,1158132,TotalAssets,34,fin,cons,Consolidated,13098041.6653653,decimal,null
1347184,821070,1,333523,1179093,3770847,CorrectedTotalAssets,34,fin,cons,Consolidated,6385177719.26938,decimal,null
1283652,760578,1,301253,1042353,1143509,TotalAssets,6,fin,cons,Consolidated,124754000,decimal,null
1346928,820821,1,333385,1178470,3616654,TotalOperatingIncome,28,fin,cons,Consolidated,308000000,decimal,null
1294899,771246,1,306798,1065629,1161768,CorrectedTotalAssets,34,fin,cons,Consolidated,3106000,decimal,null
1401545,873394,1,365669,1291493,1336855,TotalAssets,6,fin,cons,Consolidated,386733212.341198,decimal,null
2793855,2217764,1,1170602,5149785,3518976,CorrectedTotalAssets,34,fin,cons,Consolidated,2190000,decimal,null
2771020,2195619,1,1159154,5088979,3503287,Turnover,34,fin,cons,Consolidated,48766000,decimal,null
1216053,695939,1,266515,911945,985190,TotalAssets,28,fin,cons,Consolidated,69896587312.5086,decimal,null
2713150,2140268,1,1129119,4931914,3408224,TotalAssets,28,fin,cons,Consolidated,7138761458.68493,decimal,null
2761485,2186444,1,1154193,5062030,3487937,CorrectedTotalAssets,34,fin,cons,Consolidated,451391764.650771,decimal,null
1344247,818269,1,332112,1172871,1276884,Turnover,34,fin,cons,Consolidated,342949646.20701,decimal,null
2755593,2180762,1,1150964,5044863,3487168,TotalRevenues,53,fin,cons,Consolidated,717000000,decimal,null
2698481,2122778,3,1120242,4884881,3375493,CorrectedTotalAssets,34,fin,cons,Consolidated,10596000,decimal,null
2820713,2243476,1,1183535,5216523,3549196,CorrectedTotalAssets,34,fin,cons,Consolidated,69767000,decimal,null
1297292,773541,1,307966,1070582,1150365,CorrectedTotalAssets,34,fin,cons,Consolidated,3845000,decimal,null
2703140,2130573,1,1123996,4905021,3388375,CorrectedTotalAssets,51,fin,cons,Consolidated,239170000,decimal,null
1260245,738205,1,287778,1000117,1065555,TotalAssets,34,fin,cons,Consolidated,14612371081.8308,decimal,null
1230911,710234,1,273718,942124,1077048,TotalAssets,6,fin,cons,Consolidated,34856624.3194193,decimal,null
1374108,846835,1,347349,1236082,1297640,CorrectedTotalAssets,34,fin,cons,Consolidated,4468000,decimal,null
2767401,2192196,1,1157290,5078703,3502018,TotalAssets,34,fin,cons,Consolidated,32481000,decimal,null
2758684,2183718,1,1152637,5053956,3475795,CorrectedTotalAssets,34,fin,cons,Consolidated,18555000,decimal,null
1309223,784938,2,323364,1134189,1220388,CorrectedTotalAssets,34,fin,cons,Consolidated,12850000,decimal,null
2767673,2192466,1,1157448,5079538,3489633,CorrectedTotalAssets,34,fin,cons,Consolidated,11104000000,decimal,null
2725875,2152519,1,1135668,4966303,3430370,CorrectedTotalAssets,34,fin,cons,Consolidated,5540000,decimal,null
2754634,2179826,1,1150468,5042102,3463104,Turnover,34,fin,cons,Consolidated,10904000,decimal,null
1306664,782477,1,312595,1089553,1201544,CorrectedTotalAssets,34,fin,cons,Consolidated,5206000,decimal,null
2700869,2128420,1,1122831,4898931,3385360,CorrectedTotalAssets,34,fin,cons,Consolidated,6553000,decimal,null
1221205,700866,1,268961,922191,1020283,CorrectedTotalAssets,34,fin,cons,Consolidated,4076000,decimal,null
1331366,805938,1,325285,1142207,1252346,TotalAssets,51,fin,cons,Consolidated,280746000,decimal,null
1379561,852145,1,350074,1248159,1341317,CorrectedTotalAssets,34,fin,cons,Consolidated,4604000,decimal,null
2763688,2188550,1,1155363,5068263,3500164,Turnover,34,fin,cons,Consolidated,21676000,decimal,null
1290723,767258,1,304730,1056962,1148136,CorrectedTotalAssets,34,fin,cons,Consolidated,3321000,decimal,null
2762423,2187320,1,1154670,5064550,3469986,Turnover,34,fin,cons,Consolidated,23024529.6499166,decimal,null
1362731,836120,1,341745,1213447,1280302,CorrectedTotalAssets,34,fin,cons,Consolidated,5914000,decimal,null
1229587,708950,1,273080,939325,1070914,TotalAssets,28,fin,cons,Consolidated,45495704131.0395,decimal,null
1268369,745895,1,291856,1063120,1141775,TotalAssets,34,fin,cons,Consolidated,2973000,decimal,null
1255496,733657,1,285417,990422,1056738,Turnover,34,fin,cons,Consolidated,4537000,decimal,null
2711256,2138437,1,1128077,4926118,3397577,Turnover,34,fin,cons,Consolidated,1806600,decimal,null
1222660,702232,1,269653,924988,981883,TotalAssets,34,fin,cons,Consolidated,2411000,decimal,null
1357091,830618,1,338992,1201691,1303951,CorrectedTotalAssets,34,fin,cons,Consolidated,6762000,decimal,null
2762541,2187432,1,1154727,5064875,3470048,CorrectedTotalAssets,34,fin,cons,Consolidated,12944000,decimal,null
1301705,777724,1,310079,1079368,1175247,Turnover,34,fin,cons,Consolidated,2783000,decimal,null
2751696,2177130,1,1149025,5034267,3461508,Revenues,6,fin,cons,Consolidated,6368000,decimal,null
2852513,2274213,1,1199636,5304430,3603860,Turnover,34,fin,cons,Consolidated,55656000,decimal,null
1367204,840228,1,343898,1222228,1287004,TotalAssets,34,fin,cons,Consolidated,2631000,decimal,null
1395316,867338,1,362776,1278962,1349988,CorrectedTotalAssets,34,fin,cons,Consolidated,39844000,decimal,null
1233024,712200,1,274646,945875,1055425,TotalAssets,51,fin,cons,Consolidated,15828000,decimal,null
2788205,2212244,1,1167796,5134783,3509012,CorrectedTotalAssets,34,fin,cons,Consolidated,5682396.4839232,decimal,null
1314068,789599,1,316497,1105410,1222523,CorrectedTotalAssets,34,fin,cons,Consolidated,112548000,decimal,null
1367339,840361,1,343971,1222545,1371878,Turnover,34,fin,cons,Consolidated,88188000,decimal,null
1261811,739670,1,288468,1003033,1185786,Turnover,34,fin,cons,Consolidated,62256000,decimal,null
1246255,724674,1,280909,971157,1070645,CorrectedTotalAssets,34,fin,cons,Consolidated,4508000,decimal,null
1223955,703469,1,270274,927402,1028966,Turnover,34,fin,cons,Consolidated,2362000,decimal,null
1262468,740312,1,288781,1004202,1070822,TotalAssets,6,fin,cons,Consolidated,71100939.7067933,decimal,null
1295260,771601,1,306973,1066423,1148487,TotalAssets,34,fin,cons,Consolidated,26853000,decimal,null
2758301,2183375,1,1152455,5053006,3472616,CorrectedTotalAssets,34,fin,cons,Consolidated,11868000,decimal,null
1219820,699548,1,268350,919788,1001698,Turnover,34,fin,cons,Consolidated,5506000,decimal,null
1260893,738833,1,288081,1001419,1108078,CorrectedTotalAssets,34,fin,cons,Consolidated,18023000,decimal,null
1339965,814197,1,329925,1163364,1278283,Turnover,34,fin,cons,Consolidated,18813000,decimal,null
2753940,2179153,1,1150138,5040290,3464557,TotalAssets,28,fin,cons,Consolidated,29896900000,decimal,null
1229860,709216,1,273214,939947,1077052,Revenues,6,fin,cons,Consolidated,123235937.5,decimal,null
2825889,2248538,1,1186094,5230418,3556464,CorrectedTotalAssets,34,fin,cons,Consolidated,7874000,decimal,null
1376576,849261,1,348628,1241785,1318729,CorrectedTotalAssets,34,fin,cons,Consolidated,3216648.46810971,decimal,null
2834233,2256570,1,1190294,5253884,3580292,TotalAssets,6,fin,cons,Consolidated,969112000,decimal,null
2786722,2210785,1,1167023,5130711,3508436,CorrectedTotalAssets,34,fin,cons,Consolidated,6883000,decimal,null
1222363,701951,1,269503,924406,1016952,TotalAssets,28,fin,cons,Consolidated,4620511013.21586,decimal,null
1282218,759239,1,300511,1039137,1189792,Turnover,34,fin,cons,Consolidated,15352000,decimal,null
2853518,2275046,1,1200043,5306654,3736067,CorrectedTotalAssets,34,fin,cons,Consolidated,15015000,decimal,null
2746670,2172410,1,1146283,5020401,3466557,TotalAssets,6,fin,cons,Consolidated,45372000,decimal,null
1363644,836953,1,342182,1215237,1308957,Turnover,34,fin,cons,Consolidated,10486000,decimal,null
2787766,2211811,1,1167622,5133725,3522509,CorrectedTotalAssets,34,fin,cons,Consolidated,4441000,decimal,null
2829224,2251731,1,1187762,5239560,3562389,TotalAssets,34,fin,cons,Consolidated,25424000,decimal,null
2766426,2191230,1,1156790,5076000,3490122,Turnover,34,fin,cons,Consolidated,15524000,decimal,null
1298624,774827,1,308522,1072937,1154047,TotalAssets,34,fin,cons,Consolidated,67202000,decimal,null
1246605,725019,1,281086,971972,1047309,Turnover,34,fin,cons,Consolidated,10986000,decimal,null
1381687,854195,1,351031,1252533,1311156,Turnover,34,fin,cons,Consolidated,12703000,decimal,null
1307064,782871,1,312823,1090346,1171391,CorrectedTotalAssets,34,fin,cons,Consolidated,24755000,decimal,null
2788144,2212184,1,1167772,5134636,3512236,Turnover,34,fin,cons,Consolidated,6158000,decimal,null
1229714,709077,1,273132,939553,1031129,TotalAssets,34,fin,cons,Consolidated,3863000,decimal,null
1365294,838535,1,342991,1218535,1286276,CorrectedTotalAssets,34,fin,cons,Consolidated,3372000,decimal,null
1311533,787137,1,315165,1099885,1192052,CorrectedTotalAssets,34,fin,cons,Consolidated,1000000,decimal,null
1351841,825472,1,336093,1188797,1295115,Turnover,34,fin,cons,Consolidated,19585000,decimal,null
1236059,715131,1,276146,952222,1182379,Turnover,34,fin,cons,Consolidated,34957000,decimal,null
1358031,831537,1,339466,1203736,1273517,Turnover,34,fin,cons,Consolidated,198130000,decimal,null
1393320,865418,1,360653,1271083,1323126,CorrectedTotalAssets,34,fin,cons,Consolidated,1275000,decimal,null
1272371,749800,1,295775,1115970,1201230,TotalAssets,34,fin,cons,Consolidated,13506000,decimal,null
1244803,723248,1,280221,968195,1049028,CorrectedTotalAssets,34,fin,cons,Consolidated,27074000,decimal,null
2778957,2203331,1,1163211,5110715,3513130,CorrectedTotalAssets,34,fin,cons,Consolidated,7026000,decimal,null
2731968,2158335,1,1138762,4981695,3427880,Turnover,34,fin,cons,Consolidated,54285000,decimal,null
1247608,726004,1,281605,974163,1035745,CorrectedTotalAssets,34,fin,cons,Consolidated,3529000,decimal,null
1384724,857160,1,352546,1259320,1328012,TotalAssets,34,fin,cons,Consolidated,6694000,decimal,null
1221181,700842,1,268945,922135,1018684,CorrectedTotalAssets,34,fin,cons,Consolidated,6046000,decimal,null
1306155,781979,1,312311,1088497,1174778,CorrectedTotalAssets,34,fin,cons,Consolidated,2213000,decimal,null
2840865,2262987,1,1193673,5272429,3577128,CorrectedTotalAssets,34,fin,cons,Consolidated,7332000,decimal,null
2721828,2148564,1,1133566,4954833,3422428,TotalAssets,28,fin,cons,Consolidated,27329039901.4593,decimal,null
2686699,2114599,1,1115916,4862263,3376731,TotalAssets,34,fin,cons,Consolidated,26881000,decimal,null
1327666,802405,1,323311,1133983,1283527,Turnover,34,fin,cons,Consolidated,3074000,decimal,null
1218667,698473,1,267828,917481,972343,Turnover,34,fin,cons,Consolidated,6856000,decimal,null
2688902,2116737,1,1116881,4867140,3367435,TotalOperatingIncome,28,fin,cons,Consolidated,1683352902.31082,decimal,null
1288915,765494,1,303826,1052863,1130670,Turnover,34,fin,cons,Consolidated,706000,decimal,null
1318004,793183,1,318405,1113325,1211360,TotalAssets,34,fin,cons,Consolidated,6440000,decimal,null
1312217,787789,1,315517,1101239,1188308,Turnover,34,fin,cons,Consolidated,1172000,decimal,null
2744265,2170062,1,1144962,5013579,3467456,TotalAssets,51,fin,cons,Consolidated,30232000,decimal,null
1247083,725494,1,281337,973064,1043756,TotalAssets,34,fin,cons,Consolidated,3656000,decimal,null
2851342,2273101,1,1199048,5301170,3740153,TotalAssets,34,fin,cons,Consolidated,11185000,decimal,null
2770829,2195432,1,1159045,5088369,3495447,CorrectedTotalAssets,34,fin,cons,Consolidated,149143000,decimal,null
1248660,727044,1,282140,976523,1067070,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1301458,777485,1,309969,1078877,1228620,Turnover,34,fin,cons,Consolidated,136000,decimal,null
1248685,727069,1,282154,976596,1054958,Turnover,34,fin,cons,Consolidated,3962000,decimal,null
1266261,743916,1,290666,1011852,1091871,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
2810458,2233539,1,1178568,5190170,3545426,TotalAssets,34,fin,cons,Consolidated,28660000,decimal,null
2802670,2226140,1,1174762,5171044,3528240,Turnover,34,fin,cons,Consolidated,12824000,decimal,null
1268066,745595,1,291578,1047827,1124722,Turnover,34,fin,cons,Consolidated,28123000,decimal,null
2745190,2170977,1,1145552,5016540,3452385,CorrectedTotalAssets,34,fin,cons,Consolidated,189643000,decimal,null
1331622,806177,1,325425,1142813,1228330,CorrectedTotalAssets,34,fin,cons,Consolidated,14338000,decimal,null
1291002,767536,1,304841,1057448,1161013,TotalAssets,34,fin,cons,Consolidated,7801000,decimal,null
2794528,2218420,1,1170940,5151487,3518488,Turnover,34,fin,cons,Consolidated,135222000,decimal,null
2743470,2169283,1,1144456,5011046,3446804,Turnover,34,fin,cons,Consolidated,5354000,decimal,null
1245600,724034,1,280601,969796,1050426,TotalAssets,34,fin,cons,Consolidated,88970000,decimal,null
1287066,763745,1,302903,1049133,1126817,TotalAssets,6,fin,cons,Consolidated,224839000,decimal,null
1283485,760434,1,301173,1042062,1118207,Revenues,6,fin,cons,Consolidated,113009090.909091,decimal,null
1320550,795632,1,319648,1118588,3615675,TotalOperatingIncome,28,fin,cons,Consolidated,3804000000,decimal,null
2684300,2112248,1,1114694,4855938,3376447,Turnover,34,fin,cons,Consolidated,2161000,decimal,null
1289531,766098,1,304126,1054309,1189560,TotalAssets,34,fin,cons,Consolidated,348000,decimal,null
1339169,813438,1,329549,1161646,1326382,TotalAssets,51,fin,cons,Consolidated,1555300000,decimal,null
1299696,775818,1,309090,1075260,1168164,CorrectedTotalAssets,34,fin,cons,Consolidated,4753000,decimal,null
2748891,2174480,1,1147465,5026448,3456610,CorrectedTotalAssets,34,fin,cons,Consolidated,5529000,decimal,null
2798598,2222193,1,1172916,5161164,3542025,TotalAssets,34,fin,cons,Consolidated,14021000,decimal,null
2795128,2218967,1,1171280,5153147,3565442,Turnover,34,fin,cons,Consolidated,11186000,decimal,null
1376467,849152,1,348575,1241558,1301209,CorrectedTotalAssets,34,fin,cons,Consolidated,10524000,decimal,null
1216364,696241,1,266673,912635,982661,Turnover,34,fin,cons,Consolidated,12322000,decimal,null
1282218,759239,1,300511,1039137,1189792,CorrectedTotalAssets,34,fin,cons,Consolidated,5992000,decimal,null
1370708,843610,1,345677,1229547,1320178,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1366984,840008,1,343761,1221745,1286675,CorrectedTotalAssets,34,fin,cons,Consolidated,2888000,decimal,null
1278110,755295,1,298597,1030499,1154378,CorrectedTotalAssets,34,fin,cons,Consolidated,6222000,decimal,null
2824410,2247092,1,1185382,5226554,3861374,Turnover,34,fin,cons,Consolidated,5749000,decimal,null
1260230,738190,1,287769,1000098,1093564,CorrectedTotalAssets,34,fin,cons,Consolidated,30503000,decimal,null
1303449,779389,1,310905,1082821,1244333,Turnover,34,fin,cons,Consolidated,90972000,decimal,null
2835983,2258244,1,1191155,5258715,3860725,Turnover,34,fin,cons,Consolidated,105942000,decimal,null
2808757,2231885,1,1177744,5185926,3535674,Turnover,34,fin,cons,Consolidated,9278000,decimal,null
1373487,846252,1,347056,1234769,1296776,TotalAssets,34,fin,cons,Consolidated,128201000,decimal,null
2761855,2186777,1,1154368,5062977,3488639,Turnover,34,fin,cons,Consolidated,45569000,decimal,null
2831967,2254372,1,1189147,5247507,3861009,TotalAssets,51,fin,cons,Consolidated,149264000,decimal,null
1305298,781171,1,311869,1086721,1610954,CorrectedTotalAssets,34,fin,cons,Consolidated,863000,decimal,null
2696174,2123849,1,1120493,4886277,3383469,TotalAssets,34,fin,cons,Consolidated,527000,decimal,null
1317098,792328,1,317960,1111509,1211412,TotalAssets,34,fin,cons,Consolidated,12622000,decimal,null
1402652,874482,1,366198,1293779,1346037,CorrectedTotalAssets,34,fin,cons,Consolidated,11569000,decimal,null
1241616,720241,1,278707,962403,1026407,CorrectedTotalAssets,34,fin,cons,Consolidated,1282000,decimal,null
1233081,712256,1,274671,945959,1003731,Turnover,34,fin,cons,Consolidated,22316000,decimal,null
1259732,737722,1,287565,999282,1111344,Turnover,34,fin,cons,Consolidated,21412000,decimal,null
1356484,830046,1,338646,1200297,1283361,TotalAssets,34,fin,cons,Consolidated,6154520,decimal,null
1289471,766042,1,304100,1054156,1159690,Turnover,34,fin,cons,Consolidated,17069000,decimal,null
1292461,768960,1,305620,1060879,1152232,TotalAssets,28,fin,cons,Consolidated,219217000,decimal,null
2825819,2248469,1,1186054,5230220,3567049,Turnover,34,fin,cons,Consolidated,1599000,decimal,null
2829748,2252239,1,1188050,5241249,3562164,Turnover,34,fin,cons,Consolidated,7000000,decimal,null
1252904,731151,1,284164,984992,1055903,CorrectedTotalAssets,34,fin,cons,Consolidated,8187000,decimal,null
2792273,2216232,1,1169836,5145710,3521015,Turnover,34,fin,cons,Consolidated,48897000,decimal,null
2711548,2138719,1,1128221,4926825,3404463,TotalAssets,34,fin,cons,Consolidated,7440000,decimal,null
1258152,736198,1,286771,996007,1151197,TotalAssets,34,fin,cons,Consolidated,145427000,decimal,null
1277229,754480,1,298131,1028522,1140736,TotalAssets,34,fin,cons,Consolidated,11039000,decimal,null
2789293,2213315,1,1168322,5137703,3549469,TotalAssets,34,fin,cons,Consolidated,8745000,decimal,null
1324306,799261,1,321497,1126430,3615754,CorrectedTotalAssets,34,fin,cons,Consolidated,208000,decimal,null
1374108,846835,1,347349,1236082,1297641,CorrectedTotalAssets,34,fin,cons,Consolidated,4993000,decimal,null
2810084,2233179,1,1178414,5189289,3536931,TotalAssets,34,fin,cons,Consolidated,10249000,decimal,null
1216344,696222,1,266659,912572,3770522,TotalOperatingIncome,28,fin,cons,Consolidated,209858665.430955,decimal,null
1335029,809447,1,327292,1151229,1295352,CorrectedTotalAssets,34,fin,cons,Consolidated,32072000,decimal,null
1238772,717669,1,277381,957240,1065621,CorrectedTotalAssets,34,fin,cons,Consolidated,null,decimal,null
1252407,730686,1,283904,983927,1191063,CorrectedTotalAssets,34,fin,cons,Consolidated,3841000,decimal,null
2719334,2146190,1,1132284,4948240,3413826,TotalAssets,34,fin,cons,Consolidated,7202000,decimal,null
1219784,699513,1,268330,919698,1014182,TotalAssets,34,fin,cons,Consolidated,17697000,decimal,null
2770473,2195094,1,1158853,5087230,3506466,Turnover,34,fin,cons,Consolidated,126582657.984729,decimal,null
2752112,2177535,1,1149233,5035462,3456115,TotalAssets,34,fin,cons,Consolidated,4622000,decimal,null
1343961,817985,1,331959,1172234,1249516,Turnover,34,fin,cons,Consolidated,516000,decimal,null
1252807,731055,1,284122,984794,3613906,TotalOperatingIncome,28,fin,cons,Consolidated,2666044527.39634,decimal,null
2851963,2273709,1,1199375,5302973,3592833,TotalAssets,34,fin,cons,Consolidated,36284000,decimal,null
1393619,865709,1,360853,1271726,1338320,CorrectedTotalAssets,34,fin,cons,Consolidated,39775000,decimal,null
2802234,2225714,1,1174573,5169932,3540911,Turnover,34,fin,cons,Consolidated,177828266.266923,decimal,null
1258995,737008,1,287204,997761,1162729,Turnover,34,fin,cons,Consolidated,2941000,decimal,null
1286318,763046,1,302510,1047577,1178946,TotalAssets,28,fin,cons,Consolidated,2901986901.9869,decimal,null
1311170,786785,1,314912,1098932,1194520,TotalAssets,34,fin,cons,Consolidated,2555000,decimal,null
1269724,747223,1,293211,1035677,1111161,TotalAssets,34,fin,cons,Consolidated,12170000,decimal,null
1360217,833678,1,340525,1208239,1319851,TotalAssets,28,fin,cons,Consolidated,60811816192.5602,decimal,null
2794428,2218322,1,1170886,5151205,3527629,CorrectedTotalAssets,34,fin,cons,Consolidated,43707000,decimal,null
2705793,2133148,1,1125315,4912028,3404266,Turnover,34,fin,cons,Consolidated,105286000,decimal,null
1371147,844033,1,345874,1230436,1300547,CorrectedTotalAssets,34,fin,cons,Consolidated,4754000,decimal,null
